jec,t,label_occ,horizon,occ_now,occ_prev,occ_2ago,approaching,queue_len,intent_count,downstream_occ,demand_factor,blockage_active,recent_blockages,resv_active
JEC-J03,138.6,0.0,5.0,0.0,0.0,0.0,2.0,0.0,8.0,0.0,1.06,0.0,0.0,0.0
JEC-J03,139.7,1.0,5.0,0.0,0.0,0.0,2.0,0.0,8.0,0.0,1.06,0.0,0.0,0.0
JEC-J03,140.8,1.0,5.0,0.0,0.0,0.0,2.0,0.0,8.0,0.0,1.06,0.0,0.0,0.0
JEC-J03,141.9,1.0,5.0,0.0,0.0,0.0,2.0,0.0,9.0,0.0,1.06,0.0,0.0,0.0
JEC-J03,143.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,9.0,1.0,1.06,0.0,0.0,1.0
JEC-J03,144.1,0.0,5.0,0.0,0.0,0.0,1.0,0.0,9.0,1.0,1.06,0.0,0.0,1.0
JEC-J03,145.2,0.0,5.0,1.0,0.0,0.0,1.0,0.0,9.0,1.0,1.06,0.0,0.0,2.0
JEC-J03,146.3,0.0,5.0,1.0,0.0,0.0,1.0,0.0,9.0,1.0,1.06,0.0,0.0,0.0
JEC-J03,147.4,0.0,5.0,1.0,0.0,0.0,1.0,0.0,9.0,1.0,1.06,0.0,0.0,0.0
JEC-J03,148.5,0.0,5.0,1.0,0.0,0.0,1.0,0.0,9.0,1.0,1.06,0.0,0.0,0.0
JEC-J03,149.6,0.0,5.0,0.0,0.0,0.0,1.0,0.0,9.0,1.0,1.06,0.0,0.0,0.0
JEC-J03,150.7,0.0,5.0,0.0,0.0,0.0,1.0,0.0,9.0,1.0,1.06,0.0,0.0,0.0
JEC-J03,151.8,0.0,5.0,0.0,0.0,0.0,1.0,0.0,9.0,1.0,1.06,0.0,0.0,0.0
JEC-J03,152.9,0.0,5.0,0.0,0.0,0.0,1.0,0.0,9.0,1.0,1.06,0.0,0.0,0.0
JEC-J03,154.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,9.0,1.0,1.06,0.0,0.0,0.0
JEC-J03,155.1,0.0,5.0,0.0,0.0,0.0,1.0,0.0,9.0,1.0,1.06,0.0,0.0,0.0
JEC-J03,156.2,0.0,5.0,0.0,0.0,0.0,1.0,0.0,9.0,1.0,1.06,0.0,0.0,0.0
JEC-J03,157.3,0.0,5.0,0.0,0.0,0.0,1.0,0.0,9.0,1.0,1.06,0.0,0.0,0.0
JEC-J03,158.4,0.0,5.0,0.0,0.0,0.0,1.0,0.0,9.0,1.0,1.06,0.0,0.0,1.0
JEC-J03,159.5,0.0,5.0,0.0,0.0,0.0,1.0,0.0,9.0,1.0,1.06,0.0,0.0,1.0
JEC-J03,160.6,0.0,5.0,0.0,0.0,0.0,1.0,0.0,9.0,1.0,1.0,0.0,0.0,1.0
JEC-J03,161.7,0.0,5.0,0.0,0.0,0.0,1.0,0.0,9.0,1.0,1.0,0.0,0.0,1.0
JEC-J03,162.8,0.0,5.0,0.0,0.0,0.0,1.0,0.0,9.0,1.0,1.0,0.0,0.0,1.0
JEC-J03,163.9,0.0,5.0,0.0,0.0,0.0,1.0,0.0,9.0,1.0,1.0,0.0,0.0,0.0
JEC-J03,165.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,9.0,1.0,1.0,0.0,0.0,0.0
JEC-J03,166.1,0.0,5.0,0.0,0.0,0.0,1.0,0.0,9.0,1.0,1.0,0.0,0.0,0.0
JEC-J03,167.2,0.0,5.0,0.0,0.0,0.0,1.0,0.0,9.0,1.0,1.0,0.0,0.0,1.0
JEC-J03,168.3,0.0,5.0,0.0,0.0,0.0,1.0,0.0,9.0,1.0,1.0,0.0,0.0,1.0
JEC-J03,169.4,0.0,5.0,0.0,0.0,0.0,1.0,0.0,9.0,1.0,1.0,0.0,0.0,1.0
JEC-J03,170.5,0.0,5.0,0.0,0.0,0.0,1.0,0.0,9.0,1.0,1.0,0.0,0.0,1.0
JEC-J03,171.6,0.0,5.0,0.0,0.0,0.0,1.0,0.0,9.0,1.0,1.0,0.0,0.0,1.0
JEC-J03,172.7,0.0,5.0,0.0,0.0,0.0,1.0,0.0,9.0,1.0,1.0,0.0,0.0,0.0
JEC-J03,173.8,0.0,5.0,0.0,0.0,0.0,1.0,0.0,9.0,1.0,1.0,0.0,0.0,0.0
JEC-J03,174.9,0.0,5.0,0.0,0.0,0.0,1.0,0.0,9.0,1.0,1.0,0.0,0.0,0.0
JEC-J03,176.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,9.0,1.0,1.0,0.0,0.0,1.0
JEC-J03,177.1,0.0,5.0,0.0,0.0,0.0,1.0,0.0,9.0,1.0,1.0,0.0,0.0,1.0
JEC-J03,178.2,0.0,5.0,0.0,0.0,0.0,1.0,0.0,9.0,1.0,1.0,0.0,0.0,1.0
JEC-J03,179.3,1.0,5.0,0.0,0.0,0.0,1.0,0.0,9.0,1.0,1.0,0.0,0.0,1.0
JEC-J03,180.4,0.0,5.0,0.0,0.0,0.0,1.0,0.0,9.0,1.0,1.0,0.0,0.0,1.0
JEC-J03,181.5,0.0,5.0,0.0,0.0,0.0,1.0,0.0,9.0,1.0,1.0,0.0,0.0,1.0
JEC-J03,182.6,0.0,5.0,0.0,0.0,0.0,1.0,0.0,9.0,1.0,1.0,0.0,0.0,0.0
JEC-J03,183.7,0.0,5.0,0.0,0.0,0.0,1.0,0.0,9.0,1.0,1.0,0.0,0.0,0.0
JEC-J03,184.8,0.0,5.0,1.0,0.0,0.0,1.0,0.0,9.0,1.0,1.0,0.0,0.0,1.0
JEC-J03,185.9,0.0,5.0,0.0,0.0,0.0,1.0,0.0,9.0,1.0,1.0,0.0,0.0,1.0
JEC-J03,187.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,9.0,1.0,1.0,0.0,0.0,1.0
JEC-J03,188.1,0.0,5.0,0.0,0.0,0.0,1.0,0.0,9.0,1.0,1.0,0.0,0.0,1.0
JEC-J03,189.2,0.0,5.0,0.0,0.0,0.0,1.0,0.0,9.0,1.0,1.0,0.0,0.0,1.0
JEC-J03,190.3,0.0,5.0,0.0,0.0,0.0,1.0,0.0,9.0,1.0,1.0,0.0,0.0,1.0
JEC-J03,191.4,0.0,5.0,0.0,0.0,0.0,1.0,0.0,9.0,1.0,1.0,0.0,0.0,0.0
JEC-J03,192.5,0.0,5.0,0.0,0.0,0.0,1.0,0.0,9.0,1.0,1.0,0.0,0.0,0.0
JEC-J03,193.6,0.0,5.0,0.0,0.0,0.0,1.0,0.0,9.0,1.0,1.0,0.0,0.0,1.0
JEC-J05,1.1,0.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.13,0.0,0.0,0.0
JEC-J05,2.2,0.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.13,0.0,0.0,0.0
JEC-J05,3.3,0.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.13,0.0,0.0,0.0
JEC-J05,4.4,0.0,5.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,1.13,0.0,0.0,0.0
JEC-J05,5.5,0.0,5.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,1.13,0.0,0.0,0.0
JEC-J05,6.6,0.0,5.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,1.13,0.0,0.0,0.0
JEC-J05,7.7,0.0,5.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,1.13,0.0,0.0,0.0
JEC-J05,8.8,1.0,5.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,1.13,0.0,0.0,0.0
JEC-J05,9.9,1.0,5.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,1.13,0.0,0.0,0.0
JEC-J05,11.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,1.13,0.0,0.0,0.0
JEC-J05,12.1,0.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.13,0.0,0.0,1.0
JEC-J05,13.2,0.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.13,0.0,0.0,1.0
JEC-J05,14.3,0.0,5.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,1.13,0.0,0.0,2.0
JEC-J05,15.4,0.0,5.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,1.13,0.0,0.0,0.0
JEC-J05,16.5,0.0,5.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,1.13,0.0,0.0,0.0
JEC-J05,17.6,0.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.13,0.0,0.0,0.0
JEC-J05,18.7,0.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.13,0.0,0.0,0.0
JEC-J05,19.8,0.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.13,0.0,0.0,0.0
JEC-J05,20.9,0.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.13,0.0,0.0,0.0
JEC-J05,22.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.13,0.0,0.0,0.0
JEC-J05,23.1,0.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.13,0.0,0.0,0.0
JEC-J05,24.2,0.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.13,0.0,0.0,0.0
JEC-J05,25.3,0.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.13,0.0,0.0,0.0
JEC-J05,26.4,0.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.13,0.0,0.0,0.0
JEC-J05,27.5,0.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.13,0.0,0.0,0.0
JEC-J05,28.6,0.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.13,0.0,0.0,0.0
JEC-J05,29.7,0.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.13,0.0,0.0,0.0
JEC-J05,30.8,0.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.13,0.0,0.0,0.0
JEC-J05,31.9,0.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.13,0.0,0.0,0.0
JEC-J05,33.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.13,0.0,0.0,0.0
JEC-J05,34.1,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.13,0.0,0.0,0.0
JEC-J05,35.2,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.13,0.0,0.0,0.0
JEC-J05,36.3,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.13,0.0,0.0,0.0
JEC-J05,37.4,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.13,0.0,0.0,0.0
JEC-J05,38.5,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.13,0.0,0.0,0.0
JEC-J05,39.6,0.0,5.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.13,0.0,0.0,0.0
JEC-J05,40.7,0.0,5.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.03,0.0,0.0,0.0
JEC-J05,41.8,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.03,0.0,0.0,0.0
JEC-J05,42.9,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.03,0.0,0.0,0.0
JEC-J05,44.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.03,0.0,0.0,0.0
JEC-J05,45.1,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.03,0.0,0.0,0.0
JEC-J05,46.2,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.03,0.0,0.0,0.0
JEC-J05,47.3,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.03,0.0,0.0,0.0
